1,2,958.0,375.0,200.0,126.0,1.0,3,0.01
2,1,-40.0,381.0,42.0,71.0,1.0,0,0.048
2,2,955.0,375.0,200.0,126.0,1.0,3,0.025
3,1,-37.0,381.0,42.0,71.0,1.0,0,0.119
3,2,951.0,375.0,200.0,126.0,1.0,3,0.045
4,1,-35.0,381.0,42.0,71.0,1.0,0,0.167
4,2,948.0,375.0,200.0,126.0,1.0,3,0.06
5,1,-33.0,381.0,42.0,71.0,1.0,0,0.214
5,2,945.0,375.0,200.0,126.0,1.0,3,0.075
5,4,957.0,336.0,276.0,174.0,1.0,3,0.003
6,1,-31.0,381.0,42.0,71.0,1.0,0,0.262
6,2,942.0,375.0,200.0,126.0,1.0,3,0.09
6,4,954.0,336.0,276.0,174.0,1.0,3,0.006
7,1,-29.0,380.0,42.0,71.0,1.0,0,0.31
7,2,939.0,375.0,202.0,127.0,1.0,3,0.104
7,4,951.0,335.0,276.0,174.0,1.0,3,0.009
8,1,-27.0,380.0,42.0,71.0,1.0,0,0.357
8,2,936.0,375.0,202.0,127.0,1.0,3,0.119
8,4,949.0,335.0,276.0,174.0,1.0,3,0.011
9,1,-24.0,380.0,42.0,71.0,1.0,0,0.429
9,2,932.0,375.0,202.0,127.0,1.0,3,0.139
9,4,946.0,335.0,276.0,174.0,1.0,3,0.014
10,1,-22.0,380.0,42.0,71.0,1.0,0,0.476
10,2,929.0,375.0,202.0,127.0,1.0,3,0.153
10,4,943.0,335.0,276.0,174.0,1.0,3,0.017
11,1,-20.0,380.0,43.0,72.0,1.0,0,0.535
11,2,926.0,375.0,202.0,127.0,1.0,3,0.168
11,4,940.0,335.0,276.0,174.0,1.0,3,0.02
12,1,-18.0,380.0,43.0,72.0,1.0,0,0.581
12,2,923.0,375.0,202.0,127.0,1.0,3,0.183
12,4,938.0,335.0,276.0,174.0,1.0,3,0.022
13,1,-16.0,380.0,43.0,72.0,1.0,0,0.628
13,2,920.0,375.0,202.0,127.0,1.0,3,0.198
13,4,935.0,335.0,276.0,174.0,1.0,3,0.024
14,1,-13.0,379.0,43.0,72.0,1.0,0,0.698
14,2,917.0,376.0,202.0,127.0,1.0,3,0.213
14,4,932.0,335.0,276.0,174.0,1.0,3,0.027
15,1,-11.0,379.0,43.0,72.0,1.0,0,0.744
15,2,913.0,376.0,202.0,127.0,1.0,3,0.233
15,4,929.0,335.0,276.0,174.0,1.0,3,0.03
16,1,-9.0,379.0,43.0,72.0,1.0,0,0.791
16,2,910.0,376.0,202.0,127.0,1.0,3,0.248
16,4,927.0,335.0,276.0,174.0,1.0,3,0.032
17,1,-7.0,379.0,43.0,72.0,1.0,0,0.837
17,2,907.0,376.0,203.0,128.0,1.0,3,0.261
17,4,924.0,335.0,276.0,174.0,1.0,3,0.034
18,1,-5.0,379.0,43.0,72.0,1.0,0,0.884
18,2,904.0,376.0,203.0,128.0,1.0,3,0.276
18,4,921.0,335.0,276.0,174.0,1.0,3,0.037
19,1,-2.0,379.0,43.0,72.0,1.0,0,0.953
19,2,901.0,376.0,203.0,128.0,1.0,3,0.291
19,4,919.0,335.0,276.0,174.0,1.0,3,0.039
20,1,0.0,379.0,43.0,72.0,1.0,0,1.0
20,2,898.0,376.0,203.0,128.0,1.0,3,0.305
20,4,916.0,335.0,276.0,174.0,1.0,3,0.042
21,1,2.0,378.0,43.0,72.0,1.0,0,1.0
21,2,894.0,376.0,203.0,128.0,1.0,3,0.325
21,4,913.0,334.0,276.0,174.0,1.0,3,0.045
22,1,4.0,378.0,43.0,72.0,1.0,0,1.0
22,2,891.0,376.0,203.0,128.0,1.0,3,0.34
22,3,-38.0,417.0,40.0,138.0,1.0,0,0.045
22,4,910.0,334.0,276.0,174.0,1.0,3,0.048
23,1,6.0,378.0,43.0,72.0,1.0,0,1.0
23,2,888.0,376.0,203.0,128.0,1.0,3,0.355
23,3,-35.0,417.0,40.0,138.0,1.0,0,0.111
23,4,908.0,334.0,276.0,174.0,1.0,3,0.05
24,1,8.0,378.0,43.0,72.0,1.0,0,1.0
24,2,885.0,376.0,203.0,128.0,1.0,3,0.369
24,3,-32.0,417.0,40.0,138.0,1.0,0,0.178
24,4,905.0,334.0,276.0,174.0,1.0,3,0.053
25,1,11.0,378.0,43.0,72.0,1.0,0,1.0
25,2,882.0,376.0,203.0,128.0,1.0,3,0.384
25,3,-29.0,417.0,40.0,138.0,1.0,0,0.245
25,4,902.0,334.0,276.0,174.0,1.0,3,0.056
26,1,13.0,378.0,44.0,73.0,1.0,0,0.989
26,2,879.0,376.0,203.0,128.0,1.0,3,0.399
26,3,-26.0,417.0,40.0,138.0,1.0,0,0.312
26,4,899.0,334.0,276.0,174.0,1.0,3,0.058
27,1,15.0,377.0,44.0,73.0,1.0,0,0.979
27,2,875.0,376.0,203.0,128.0,1.0,3,0.419
27,3,-23.0,417.0,40.0,138.0,1.0,0,0.379
27,4,897.0,334.0,276.0,174.0,1.0,3,0.06
28,1,17.0,377.0,44.0,73.0,1.0,0,0.969
28,2,872.0,376.0,205.0,129.0,1.0,3,0.429
28,3,-20.0,417.0,40.0,138.0,1.0,0,0.446
28,4,894.0,334.0,276.0,174.0,1.0,3,0.062
29,1,19.0,377.0,44.0,73.0,1.0,0,0.959
29,2,869.0,376.0,205.0,129.0,1.0,3,0.444
29,3,-17.0,417.0,40.0,138.0,1.0,0,0.512
29,4,891.0,334.0,276.0,174.0,1.0,3,0.065
30,1,22.0,377.0,44.0,73.0,1.0,0,0.96
30,2,866.0,376.0,205.0,129.0,1.0,3,0.459
30,3,-14.0,418.0,40.0,138.0,1.0,0,0.575
30,4,888.0,334.0,276.0,174.0,1.0,3,0.067
31,1,24.0,377.0,44.0,73.0,1.0,0,0.95
31,2,863.0,376.0,205.0,129.0,1.0,3,0.473
31,3,-11.0,418.0,40.0,138.0,1.0,0,0.641
31,4,886.0,334.0,276.0,174.0,1.0,3,0.069
32,1,26.0,377.0,44.0,73.0,1.0,0,0.94
32,2,860.0,377.0,205.0,129.0,1.0,3,0.488
32,3,-8.0,418.0,40.0,139.0,1.0,0,0.702
32,4,883.0,334.0,276.0,174.0,1.0,3,0.072
33,1,28.0,377.0,44.0,73.0,1.0,0,0.93
33,2,857.0,377.0,205.0,129.0,1.0,3,0.502
33,3,-5.0,418.0,40.0,139.0,1.0,0,0.768
33,4,880.0,334.0,276.0,174.0,1.0,3,0.075
34,1,30.0,376.0,44.0,73.0,1.0,0,0.932
34,2,853.0,377.0,205.0,129.0,1.0,3,0.522
34,3,-3.0,418.0,40.0,139.0,1.0,0,0.812
34,4,877.0,334.0,276.0,174.0,1.0,3,0.078
35,1,33.0,376.0,44.0,73.0,1.0,0,0.932
35,2,850.0,377.0,205.0,129.0,1.0,3,0.537
35,3,0.0,418.0,40.0,139.0,1.0,0,0.878
35,4,875.0,333.0,276.0,174.0,1.0,3,0.08
36,1,35.0,376.0,44.0,73.0,1.0,0,0.923
36,2,847.0,377.0,205.0,129.0,1.0,3,0.551
36,3,3.0,418.0,40.0,139.0,1.0,0,0.878
36,4,872.0,333.0,276.0,174.0,1.0,3,0.082
37,1,37.0,376.0,44.0,73.0,1.0,0,0.913
37,2,844.0,377.0,205.0,129.0,1.0,3,0.566
37,3,6.0,418.0,40.0,139.0,1.0,0,0.878
37,4,869.0,333.0,276.0,174.0,1.0,3,0.085
38,1,39.0,376.0,44.0,73.0,1.0,0,0.903
38,2,841.0,377.0,205.0,129.0,1.0,3,0.58
38,3,9.0,418.0,40.0,139.0,1.0,0,0.878
38,4,867.0,333.0,276.0,174.0,1.0,3,0.087
39,1,41.0,376.0,44.0,73.0,1.0,0,0.897
39,2,838.0,377.0,206.0,130.0,1.0,3,0.592
39,3,12.0,419.0,40.0,139.0,1.0,0,0.871
39,4,864.0,333.0,276.0,174.0,1.0,3,0.088
40,1,44.0,376.0,44.0,73.0,1.0,0,0.897
40,2,834.0,377.0,206.0,130.0,1.0,3,0.612
40,3,15.0,419.0,40.0,139.0,1.0,0,0.871
40,4,861.0,333.0,276.0,174.0,1.0,3,0.091
41,1,46.0,375.0,44.0,74.0,1.0,0,0.889
41,2,831.0,377.0,206.0,130.0,1.0,3,0.626
41,3,18.0,419.0,40.0,139.0,1.0,0,0.871
41,4,858.0,333.0,276.0,174.0,1.0,3,0.093
42,1,48.0,375.0,44.0,74.0,1.0,0,0.88
42,2,828.0,377.0,206.0,130.0,1.0,3,0.641
42,3,21.0,419.0,40.0,140.0,1.0,0,0.864
42,4,856.0,333.0,276.0,174.0,1.0,3,0.095
43,1,50.0,375.0,44.0,74.0,1.0,0,0.871
43,2,825.0,377.0,206.0,130.0,1.0,3,0.655
43,3,24.0,419.0,40.0,140.0,1.0,0,0.864
43,4,853.0,333.0,276.0,174.0,1.0,3,0.098
44,1,52.0,375.0,44.0,74.0,1.0,0,0.862
44,2,822.0,377.0,206.0,130.0,1.0,3,0.67
44,3,27.0,419.0,40.0,140.0,1.0,0,0.864
44,4,850.0,333.0,276.0,174.0,1.0,3,0.101
45,1,54.0,375.0,44.0,74.0,1.0,0,0.853
45,2,819.0,377.0,206.0,130.0,1.0,3,0.684
45,3,30.0,419.0,40.0,140.0,1.0,0,0.864
45,4,847.0,333.0,276.0,174.0,1.0,3,0.104
46,1,57.0,375.0,44.0,74.0,1.0,0,0.853
46,2,815.0,377.0,206.0,130.0,1.0,3,0.704
46,3,33.0,419.0,40.0,140.0,1.0,0,0.864
46,4,845.0,333.0,276.0,174.0,1.0,3,0.105
47,1,59.0,375.0,44.0,74.0,1.0,0,0.843
47,2,812.0,377.0,206.0,130.0,1.0,3,0.718
47,3,36.0,419.0,40.0,140.0,1.0,0,0.864
47,4,842.0,333.0,276.0,174.0,1.0,3,0.108
48,1,61.0,374.0,44.0,74.0,1.0,0,0.845
48,2,809.0,377.0,206.0,130.0,1.0,3,0.733
48,3,39.0,420.0,40.0,140.0,1.0,0,0.857
48,4,839.0,333.0,276.0,174.0,1.0,3,0.111
49,1,63.0,374.0,44.0,74.0,1.0,0,0.837
49,2,806.0,377.0,208.0,131.0,1.0,3,0.74
49,3,42.0,420.0,40.0,140.0,1.0,0,0.857
49,4,836.0,332.0,276.0,174.0,1.0,3,0.116
50,1,65.0,374.0,44.0,74.0,1.0,0,0.837
50,2,803.0,377.0,208.0,131.0,1.0,3,0.755
50,3,44.0,420.0,40.0,140.0,1.0,0,0.857
50,4,834.0,332.0,276.0,174.0,1.0,3,0.118
51,1,68.0,374.0,44.0,74.0,1.0,0,0.837
51,2,800.0,378.0,208.0,131.0,1.0,3,0.769
51,3,47.0,420.0,40.0,140.0,1.0,0,0.857
51,4,831.0,332.0,276.0,174.0,1.0,3,0.124
52,1,70.0,374.0,44.0,74.0,1.0,0,0.828
52,2,796.0,378.0,208.0,131.0,1.0,3,0.788
52,3,50.0,420.0,40.0,140.0,1.0,0,0.857
52,4,828.0,332.0,276.0,174.0,1.0,3,0.126
53,1,72.0,374.0,44.0,74.0,1.0,0,0.819
53,2,793.0,378.0,208.0,131.0,1.0,3,0.803
53,3,53.0,420.0,40.0,141.0,1.0,0,0.851
53,4,825.0,332.0,276.0,174.0,1.0,3,0.129
54,1,74.0,373.0,44.0,74.0,1.0,0,0.818
54,2,790.0,378.0,208.0,131.0,1.0,3,0.817
54,3,56.0,420.0,40.0,141.0,1.0,0,0.851
54,4,823.0,332.0,276.0,174.0,1.0,3,0.131
55,1,76.0,373.0,44.0,74.0,1.0,0,0.809
55,2,787.0,378.0,208.0,131.0,1.0,3,0.832
55,3,59.0,420.0,40.0,141.0,1.0,0,0.851
55,4,820.0,332.0,276.0,174.0,1.0,3,0.134
56,1,79.0,373.0,45.0,75.0,1.0,0,0.809
56,2,784.0,378.0,208.0,131.0,1.0,3,0.846
56,3,62.0,420.0,40.0,141.0,1.0,0,0.851
56,4,817.0,332.0,276.0,174.0,1.0,3,0.137
57,1,81.0,373.0,45.0,75.0,1.0,0,0.808
57,2,781.0,378.0,208.0,131.0,1.0,3,0.861
57,3,65.0,421.0,40.0,141.0,1.0,0,0.844
57,4,815.0,332.0,276.0,174.0,1.0,3,0.139
58,1,83.0,373.0,45.0,75.0,1.0,0,0.8
58,2,777.0,378.0,208.0,131.0,1.0,3,0.88
58,3,68.0,421.0,40.0,141.0,1.0,0,0.844
58,4,812.0,332.0,276.0,174.0,1.0,3,0.142
59,1,85.0,373.0,45.0,75.0,1.0,0,0.792
59,2,774.0,378.0,208.0,131.0,1.0,3,0.894
59,3,71.0,421.0,40.0,141.0,1.0,0,0.844
59,4,809.0,332.0,276.0,174.0,1.0,3,0.145
60,1,87.0,373.0,45.0,75.0,1.0,0,0.784
60,2,771.0,378.0,210.0,132.0,1.0,3,0.9
60,3,74.0,421.0,40.0,141.0,1.0,0,0.844
60,4,806.0,332.0,276.0,174.0,1.0,3,0.148
61,1,89.0,372.0,45.0,75.0,1.0,0,0.784
61,2,768.0,378.0,210.0,132.0,1.0,3,0.914
61,3,77.0,421.0,40.0,141.0,1.0,0,0.844
61,4,804.0,332.0,276.0,174.0,1.0,3,0.149
62,1,92.0,372.0,45.0,75.0,1.0,0,0.784
62,2,765.0,378.0,210.0,132.0,1.0,3,0.929
62,3,80.0,421.0,40.0,141.0,1.0,0,0.844
62,4,801.0,332.0,276.0,174.0,1.0,3,0.152
63,1,94.0,372.0,45.0,75.0,1.0,0,0.769
63,2,762.0,378.0,210.0,132.0,1.0,3,0.943
63,3,83.0,421.0,41.0,142.0,1.0,0,0.838
63,4,798.0,331.0,276.0,174.0,1.0,3,0.159
64,1,96.0,372.0,45.0,75.0,1.0,0,0.761
64,2,758.0,378.0,210.0,132.0,1.0,3,0.962
64,3,86.0,421.0,41.0,142.0,1.0,0,0.838
64,4,795.0,331.0,276.0,174.0,1.0,3,0.161
65,1,98.0,372.0,45.0,75.0,1.0,0,0.753
65,2,755.0,378.0,210.0,132.0,1.0,3,0.976
65,3,89.0,421.0,41.0,142.0,1.0,0,0.838
65,4,793.0,331.0,276.0,174.0,1.0,3,0.163
66,1,100.0,372.0,45.0,75.0,1.0,0,0.756
66,2,752.0,378.0,210.0,132.0,1.0,3,0.99
66,3,92.0,422.0,41.0,142.0,1.0,0,0.831
66,4,790.0,331.0,276.0,174.0,1.0,3,0.166
